Export Type,Sensors Mapping
Project,VH2D-Project
Responsible Researcher,PhD Student Javier I. Camacho
Total Groups,6
Total Sensor IDs,21
Total Sensor Mappings,67
Sensor Mounting Reference File,frontend/public/SensorMountingLocation-000.pdf
Generated At,2026-06-01 07:29:10

Group,Sensor ID,Measured Quantity,DAQ System,DAQ Channel,Serial Number,Manufacturer,Model,Sensitivity,Location Label,"Coord.(x,y,z)m",Coordinate Origin,Mounting Method,Active,Blind/Control,Trigger Method,Status,Notes
Prep,P1,pressure,DAQ-1,CH1,1254024,Kistler,m,-80.88 pC/bar,5L,"(-0.45,0.399,0.593)",1 left,flush,Yes,No,,Complete,
Prep,P2,pressure,DAQ-2,CH2,6266801,Kistler,6266801,-37.02 pC/bar,6L,"(-0.450,0.403,0.290)",internal lower-front-left corner of chamber,flush,Yes,No,,Complete,
Prep,Trig-1,voltage,DAQ-1,CH5,,Kistler,,- pC/bar,,"(-,-,-)",internal lower-front-left corner of chamber,N/A,Yes,No,M-Duino,Complete,
Prep,Trig-2,voltage,DAQ-2,CH4,,Kistler,,- pC/bar,,"(-,-,-)",internal lower-front-left corner of chamber,N/A,Yes,No,M-Duino,Complete,

Group,Sensor ID,Measured Quantity,DAQ System,DAQ Channel,Serial Number,Manufacturer,Model,Sensitivity,Location Label,"Coord.(x,y,z)m",Coordinate Origin,Mounting Method,Active,Blind/Control,Trigger Method,Status,Notes
Verif,P1,pressure,DAQ-1,CH1,1254024,Kistler,m,-80.88 pC/bar,5L swaped to 3L on Verif-04,"(0.45,0.593,0.396)",1 left,flush,No,No,,Complete,
Verif,P2,pressure,DAQ-2,CH1,6266801,Kistler,6266801,-37.02 pC/bar,6L,"(0.450,0.290,0.403)",internal lower-front-left corner of chamber,flush,Yes,No,,Complete,
Verif,P3,pressure,DAQ-1,CH2,1008977,Kistler,7061B,-81.58 pC/bar,3L swaped to 5L on Verif-04,"(-0.45,0.396,0.427)",internal lower-front-left corner of chamber,other,Yes,Yes,,Complete,Used to detect electrical/mechanical contamination and ignition-related EMI.
Verif,P4,pressure,DAQ-2,CH2,6266802,Kistler,,-37.39 pC/bar,4L,"(-0.45,0.416,0.447)",internal lower-front-left corner of chamber,flush,Yes,No,,Complete,
Verif,P5,pressure,DAQ-1,CH3,1946319,Kistler,7061B,-79.12 pC/bar,3L,"(-0.45,0.416,0.447)",internal lower-front-left corner of chamber,flush,Yes,No,,Complete,
Verif,P6,pressure,DAQ-2,CH3,,Kistler,,- pC/bar,,"(-,-,-)",internal lower-front-left corner of chamber,flush,Yes,No,,Incomplete,
Verif,P7,pressure,DAQ-2,CH3,,Kistler,,- pC/bar,,"(-,-,-)",internal lower-front-left corner of chamber,flush,Yes,No,,Incomplete,
