# Field minima and maxima
# Time            	field             	min               	location(min)     	processor         	max               	location(max)     	processor         
1.19999040008e-06 	k                 	1.4999879966e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999995582e-02	(-3.8125000000e+00 1.4710107049e+01 2.0000000000e-01)	12
8.64213168522e-05 	k                 	1.4990042232e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999681853e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
8.64213168522e-05 	epsilon           	3.6812143064e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9892110805e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000104900983155 	k                 	1.4987174079e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999613823e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
0.000104900983155 	epsilon           	3.6811892623e-03	(1.6323913226e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9870533122e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000127076582718 	k                 	1.4983170804e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999532186e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
0.000127076582718 	epsilon           	3.6811592094e-03	(1.6323913226e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9845751216e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000153689668853 	k                 	1.4977400231e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999434213e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
0.000153689668853 	epsilon           	3.6811231426e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9817896075e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000185621962467 	k                 	1.4968826489e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999316658e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
0.000185621962467 	epsilon           	3.6810798671e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9787631226e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000223940714803 	k                 	1.4955748950e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999175591e-02	(2.4431905801e+01 2.7508644738e+01 2.0000000000e-01)	12
0.000223940714803 	epsilon           	3.6810279363e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9756502659e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000269901988382 	k                 	1.4935418768e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999006388e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.000269901988382 	epsilon           	3.6809656481e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9727446422e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000325035134736 	k                 	1.4903455906e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4998803419e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.000325035134736 	epsilon           	3.6808909297e-03	(1.6323913226e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9705225869e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000391180227766 	k                 	1.4853119045e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4998559908e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.000391180227766 	epsilon           	3.6808012873e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9696458765e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000470554339401 	k                 	1.4774583598e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4998267693e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.000470554339401 	epsilon           	3.6806937160e-03	(1.6323913226e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9707987498e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000565803273364 	k                 	1.4654809508e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4997917032e-02	(3.3550133670e+01 2.3323255907e+01 2.0000000000e-01)	18
0.000565803273364 	epsilon           	3.6805646301e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9741212282e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000679970009453 	k                 	1.4479302352e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4999562581e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.000679970009453 	epsilon           	3.6804099051e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9779000007e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.00081697009276  	k                 	1.4236316748e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.5002534601e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.00081697009276  	epsilon           	3.6802242343e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9764335663e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.00098146183158  	k                 	1.3925828849e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4996386740e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00098146183158  	epsilon           	3.6800013038e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9580404806e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.00117911722742  	k                 	1.3569045415e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4995659028e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00117911722742  	epsilon           	3.6797334259e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.9066349631e-02	(2.3367348258e+00 3.0088263819e-01 1.5037762127e+00)	5
0.00141611180399  	k                 	1.3210284911e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4994786464e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00141611180399  	epsilon           	3.6794122300e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.8653539143e-02	(2.3370174083e+00 5.0153958717e-01 1.5035824432e+00)	5
0.00166654421737  	k                 	1.2927783231e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4993864404e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00166654421737  	epsilon           	3.6790728205e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.8308727053e-02	(2.3359444962e+00 3.0101288136e-01 1.3030413849e+00)	5
0.00191697663075  	k                 	1.2701267491e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4992942323e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00191697663075  	epsilon           	3.6787334064e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.7876738418e-02	(2.3352396792e+00 3.0113028231e-01 1.1023740274e+00)	5
0.00216740904413  	k                 	1.2485789496e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4992020221e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00216740904413  	epsilon           	3.6783939897e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.7493055068e-02	(2.5430580890e+00 3.0110931505e-01 1.1024430430e+00)	5
0.00241784145751  	k                 	1.2266703161e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4991098100e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00241784145751  	epsilon           	3.6780545705e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.7152885093e-02	(1.9193513096e+00 3.0094580491e-01 1.3027016147e+00)	4
0.00266827387089  	k                 	1.2045459681e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4990175958e-02	(3.5750000000e+00 1.7463075574e+01 2.0000000000e-01)	12
0.00266827387089  	epsilon           	3.6777151490e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.6820086254e-02	(2.5424685427e+00 3.0120284286e-01 9.0185792767e-01)	5
0.00291870628428  	k                 	1.1829562442e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4989253798e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00291870628428  	epsilon           	3.6773757254e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.6498998370e-02	(2.7499623292e+00 3.0112357179e-01 9.0188539809e-01)	5
0.00316913869766  	k                 	1.1624339743e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4988331618e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00316913869766  	epsilon           	3.6770363027e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.6180486833e-02	(1.9238530082e+00 5.0073371307e-01 2.1058538604e+00)	4
0.00341957111104  	k                 	1.1428854131e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4987409420e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00341957111104  	epsilon           	3.6766968752e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.5889043156e-02	(2.5435545419e+00 1.0032272049e-01 1.3032284231e+00)	5
0.00367000352442  	k                 	1.1238695999e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4986487204e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00367000352442  	epsilon           	3.6763574459e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.5623279148e-02	(2.5435545419e+00 1.0032272049e-01 1.3032284231e+00)	5
0.0039204359378   	k                 	1.1051320694e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4985564969e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.0039204359378   	epsilon           	3.6760180151e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.5347357286e-02	(2.5435545419e+00 1.0032272049e-01 1.3032284231e+00)	5
0.00417086835118  	k                 	1.0867672370e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4984642717e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00417086835118  	epsilon           	3.6756785829e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.5062726711e-02	(2.5435545419e+00 1.0032272049e-01 1.3032284231e+00)	5
0.00442130076456  	k                 	1.0690082404e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4983720448e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00442130076456  	epsilon           	3.6753391493e-03	(1.7237066517e+01 1.2937141941e+01 2.0000000000e-01)	12	9.4772708388e-02	(2.5435545419e+00 1.0032272049e-01 1.3032284231e+00)	5
0.00467173317795  	k                 	1.0519729869e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4982798161e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00467173317795  	epsilon           	3.6749997196e-03	(2.2224347218e+01 1.2937141941e+01 2.0000000000e-01)	12	9.4479986300e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00492216559133  	k                 	1.0356115732e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4981875858e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00492216559133  	epsilon           	3.6746602840e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.4187057038e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00517259800471  	k                 	1.0198248759e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4980953539e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00517259800471  	epsilon           	3.6743208474e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.3894470266e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00542303041809  	k                 	1.0045555200e-02	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4980031204e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00542303041809  	epsilon           	3.6739814102e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.3604247278e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00567346283147  	k                 	9.8977971726e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4979108853e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00567346283147  	epsilon           	3.6736419724e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.3317030696e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00592389524485  	k                 	9.7547500864e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4978186487e-02	(5.4504441871e+01 2.7508644738e+01 2.0000000000e-01)	18
0.00592389524485  	epsilon           	3.6733025342e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.3031636074e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00617432765824  	k                 	9.6161499160e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4977264106e-02	(2.8982383953e+01 8.0000000000e+00 2.0000000000e-01)	18
0.00617432765824  	epsilon           	3.6729630957e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.2746080373e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00642476007162  	k                 	9.4818108018e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4976341711e-02	(2.8982383953e+01 8.0000000000e+00 2.0000000000e-01)	18
0.00642476007162  	epsilon           	3.6726236570e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.2458967273e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.006675192485    	k                 	9.3516485655e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4975419301e-02	(6.1250000000e+00 2.8591615198e+01 2.0000000000e-01)	12
0.006675192485    	epsilon           	3.6722842183e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.2170009367e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00692562489838  	k                 	9.2255896410e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4974496877e-02	(6.1250000000e+00 2.8591615198e+01 2.0000000000e-01)	12
0.00692562489838  	epsilon           	3.6719447798e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.1879577833e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00717605731176  	k                 	9.1035026057e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4973574439e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00717605731176  	epsilon           	3.6716053415e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.1587958343e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00742648972514  	k                 	8.9851317709e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4972651988e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00742648972514  	epsilon           	3.6712659118e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.1294497683e-02	(2.5451684827e+00 1.0023436048e-01 1.7047195624e+00)	5
0.00767692213852  	k                 	8.8703490468e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4971729525e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00767692213852  	epsilon           	3.6709264745e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.1018797141e-02	(2.3378027679e+00 5.0129609419e-01 1.7043857365e+00)	5
0.00792735455191  	k                 	8.7591176845e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4970807048e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00792735455191  	epsilon           	3.6705870378e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.0747907326e-02	(2.3378027679e+00 5.0129609419e-01 1.7043857365e+00)	5
0.00817778696529  	k                 	8.6513266888e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4969884559e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00817778696529  	epsilon           	3.6702475839e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.0477924541e-02	(2.3362971146e+00 5.0176051836e-01 1.3028425313e+00)	5
0.00842821937867  	k                 	8.5467703205e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4968962058e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00842821937867  	epsilon           	3.6699081670e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	9.0208856430e-02	(2.3362971146e+00 5.0176051836e-01 1.3028425313e+00)	5
0.00867865179205  	k                 	8.4452507174e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4968039546e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00867865179205  	epsilon           	3.6695687331e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.9940136066e-02	(2.3362971146e+00 5.0176051836e-01 1.3028425313e+00)	5
0.00892908420543  	k                 	8.3466417898e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4967117022e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00892908420543  	epsilon           	3.6692293005e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.9671373795e-02	(2.3362971146e+00 5.0176051836e-01 1.3028425313e+00)	5
0.00917951661881  	k                 	8.2508653595e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4966194486e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00917951661881  	epsilon           	3.6688898692e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.9402342376e-02	(2.3362971146e+00 5.0176051836e-01 1.3028425313e+00)	5
0.0094299490322   	k                 	8.1578441247e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4965271940e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.0094299490322   	epsilon           	3.6685504393e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.9133796917e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
0.00968038144558  	k                 	8.0674847881e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4964349384e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00968038144558  	epsilon           	3.6682110111e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.8867274226e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
0.00993081385896  	k                 	7.9796839687e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4963426817e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.00993081385896  	epsilon           	3.6678715845e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.8601168566e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
0.0101812462723   	k                 	7.8943417224e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4962504241e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.0101812462723   	epsilon           	3.6675321599e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.8335969871e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
0.0104316786857   	k                 	7.8113618958e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4961581655e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.0104316786857   	epsilon           	3.6671927372e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.8072239562e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
0.0106821110991   	k                 	7.7306599264e-03	(2.3365670349e+00 1.0028723758e-01 1.5038837025e+00)	5	1.4960659059e-02	(3.6365448348e+01 4.0000000000e-01 2.0000000000e-01)	18
0.0106821110991   	epsilon           	3.6668533167e-03	(1.9145207130e+01 1.2937141941e+01 2.0000000000e-01)	12	8.7810444887e-02	(2.1278321284e+00 3.0099684309e-01 1.3029095534e+00)	5
